AnimalID,Lat,Long
Kill_823,-22.126196,29.143512
Kill_824,-22.142489,29.103392
Kill_825,-22.165985,29.199093
Kill_826,-22.099156,29.221531
Kill_827,-22.16142,29.182357
Kill_828,-22.145146,29.223102
Kill_829,-22.169916,29.203135
Kill_830,-22.169147,29.194838
Kill_831,-22.172264,29.221997
Kill_832,-22.164156,29.191101
Kill_833,-22.145469,29.1749
Kill_834,-22.158122,29.194568
Kill_835,-22.128369,29.180267
Kill_836,-22.155741,29.177181
Kill_837,-22.157497,29.190706
Kill_838,-22.127651,29.223395
Kill_839,-22.12769,29.180658
Kill_840,-22.125938,29.180522
Kill_841,-22.16628,29.194395
Kill_842,-22.145341,29.129875
Kill_843,-22.145426,29.12938
Kill_844,-22.148456,29.151792
Kill_845,-22.147841,29.1519
Kill_846,-22.174693,29.208767
Kill_847,-22.174028,29.181608
Kill_848,-22.159072,29.181386
Kill_849,-22.159743,29.188869
Kill_850,-22.163993,29.186713
Kill_851,-22.137903,29.154498
Kill_852,-22.149845,29.159279
Kill_853,-22.159031,29.181394
Kill_854,-22.159721,29.181399
Kill_855,-22.160834,29.182294
Kill_856,-22.166138,29.199514
Kill_857,-22.139659,29.150808
Kill_858,-22.15309,29.147727
Kill_859,-22.172557,29.143284
Kill_860,-22.143252,29.161064
Kill_861,-22.159705,29.181659
Kill_862,-22.157939,29.18233
Kill_863,-22.139016,29.183099
Kill_864,-22.178766,29.187209
Kill_865,-22.160858,29.183262
Kill_866,-22.190039,29.146368
Kill_867,-22.152171,29.171244
Kill_868,-22.160791,29.181323
Kill_869,-22.164203,29.185978
Kill_870,-22.162752,29.18241
Kill_871,-22.183913,29.20104
Kill_872,-22.136825,29.178164
Kill_873,-22.122156,29.174788
Kill_874,-22.13666,29.176194
Kill_875,-22.14081,29.162026
Kill_876,-22.12228,29.174884
Kill_877,-22.124502,29.17903
Kill_878,-22.175981,29.224719
Kill_879,-22.12287,29.176638
Kill_880,-22.180617,29.168429
Kill_881,-22.179724,29.173104
Kill_882,-22.14177,29.126799
Kill_883,-22.165257,29.129803
Kill_884,-22.165188,29.129869
Kill_885,-22.162539,29.168215
Kill_886,-22.164178,29.168028
Kill_887,-22.180636,29.162211
Kill_888,-22.167965,29.135834
Kill_889,-22.167568,29.128923
Kill_890,-22.120687,29.150887
Kill_891,-22.149424,29.198783
Kill_892,-22.149888,29.187998
Kill_893,-22.146635,29.194808
Kill_894,-22.126278,29.222406
Kill_895,-22.1257,29.22167
Kill_896,-22.143378,29.20354
Kill_897,-22.150852,29.179649
Kill_898,-22.158974,29.19717
Kill_899,-22.157945,29.233146
Kill_900,-22.126042,29.148427
Kill_901,-22.16767,29.217812
Kill_902,-22.16347,29.171464
Kill_903,-22.15403,29.120249
Kill_904,-22.147689,29.200836
Kill_905,-22.151689,29.178601
Kill_906,-22.099205,29.197054
Kill_907,-22.169731,29.246071
Kill_908,-22.173891,29.215204
Kill_909,-22.116634,29.18138
Kill_910,-22.053225,29.182943
Kill_911,-22.179071,29.23877
Kill_912,-22.174198,29.241512
Kill_913,-22.096832,29.259009
Kill_914,-22.142379,29.257558
Kill_915,-22.11333,29.23218
Kill_916,-22.150763,29.201223
Kill_917,-22.164079,29.18693
Kill_918,-22.157261,29.247917
Kill_919,-22.156777,29.24821
Kill_920,-22.129476,29.224715
Kill_921,-22.162349,29.243901
Kill_922,-22.166056,29.242371
Kill_923,-22.134796,29.23443
Kill_924,-22.172697,29.244236
Kill_925,-22.169208,29.245923
Kill_926,-22.143679,29.167487
Kill_927,-22.144366,29.133858
Kill_928,-22.118309,29.174969
Kill_929,-22.071238,29.078548
Kill_930,-22.068941,29.08701
Kill_931,-22.070217,29.091262
Kill_932,-22.056392,29.072561
Kill_933,-22.148423,29.14318
Kill_934,-22.166207,29.262225
Kill_935,-22.072333,29.105937
Kill_936,-22.162339,29.141974
Kill_937,-22.148354,29.14931
Kill_938,-22.097546,29.189492
Kill_939,-22.097424,29.187724
Kill_940,-22.086906,29.143925
Kill_941,-22.112343,29.27392
Kill_942,-22.105896,29.238251
Kill_943,-22.156694,29.175568
Kill_944,-22.138009,29.161477
Kill_945,-22.162854,29.236066
Kill_946,-22.087183,29.08385
Kill_947,-22.111796,29.058626
Kill_948,-22.080603,29.09142
Kill_949,-22.080599,29.091457
Kill_950,-22.080709,29.091317
Kill_951,-22.080603,29.091193
Kill_952,-22.143976,29.168343
Kill_953,-22.17321,29.208016
Kill_954,-22.044314,29.1224
Kill_955,-21.976563,29.080324
Kill_956,-22.071946,29.204191
Kill_957,-22.099715,29.061768
Kill_958,-22.083905,29.086454
Kill_959,-22.10637,29.119995
Kill_960,-22.155471,29.199888
Kill_961,-22.154183,29.189235
Kill_962,-22.16721,29.237264
Kill_963,-22.119065,29.137297
Kill_964,-22.107043,29.130253
Kill_965,-22.07478,29.136916
Kill_966,-22.088924,29.148582
Kill_967,-22.151149,29.177743
Kill_968,-22.15624,29.166469
Kill_969,-22.095231,29.108246
Kill_970,-22.099715,29.19868
Kill_971,-22.099721,29.19754
Kill_972,-22.055509,29.134772
Kill_973,-22.104897,29.181156
Kill_974,-22.054266,29.187815
Kill_975,-22.04786,29.167965
Kill_976,-22.048142,29.167124
Kill_977,-22.048305,29.165299
Kill_978,-22.050659,29.166036
Kill_979,-22.098922,29.177551
Kill_980,-22.097917,29.17971
Kill_981,-22.177458,29.234123
Kill_982,-22.130949,29.14577
Kill_983,-22.026072,29.123832
Kill_984,-22.026001,29.123702
Kill_985,-22.138137,29.212742
Kill_986,-22.160075,29.197797
Kill_987,-22.149249,29.170498
Kill_988,-22.160531,29.183384
Kill_989,-22.14021,29.181986
Kill_990,-22.140122,29.155914
Kill_991,-22.160642,29.236375
Kill_992,-22.174803,29.240039
Kill_993,-22.164915,29.186011
Kill_994,-22.173661,29.164661
Kill_995,-22.165389,29.195526
Kill_996,-22.01696,29.086176
Kill_997,-22.141939,29.18963
Kill_998,-22.125246,29.17703
Kill_999,-22.044076,29.12167
Kill_1000,-22.17344,29.20883
Kill_1001,-22.022357,29.126375
Kill_1002,-22.143414,29.203312
Kill_1003,-21.954483,29.039467
Kill_1004,-21.993617,29.1044
Kill_1005,-22.013083,29.067583
Kill_1006,-22.160467,29.18185
Kill_1007,-22.00365,29.1267
Kill_1008,-21.990967,29.087967
Kill_1009,-21.9667,29.06445
Kill_1010,-22.13945,29.169833
Kill_1011,-22.157033,29.19205
Kill_1012,-22.1489,29.180233
Kill_1013,-22.001217,29.0851
Kill_1014,-22.029817,29.077267
Kill_1015,-21.992283,29.091117
Kill_1016,-22.02325,29.112333
Kill_1017,-22.0544,29.1531
Kill_1018,-21.997267,29.095183
Kill_1019,-21.983333,29.05255
Kill_1020,-22.149633,29.169783
Kill_1021,-21.98695,29.081633
Kill_1022,-21.977617,29.0703
Kill_1023,-21.945533,29.036633
Kill_1024,-21.906533,29.080867
Kill_1025,-21.926283,29.056933
Kill_1026,-21.968817,29.10625
Kill_1027,-21.97125,29.06615
Kill_1028,-21.974017,29.058483
Kill_1029,-21.9587,29.056067
Kill_1030,-21.96495,29.075667
Kill_1031,-21.999683,29.076433
Kill_1032,-22.00985,29.060967
Kill_1033,-21.98445,29.02525
Kill_1034,-21.99585,29.071933
Kill_1035,-22.026133,29.066517
Kill_1036,-21.9901,29.10105
Kill_1037,-22.030067,29.130317
Kill_1038,-22.095267,29.166983
Kill_1039,-21.9766,29.08225
Kill_1040,-21.978867,29.07225
Kill_1041,-21.965583,29.078767
Kill_1042,-21.964717,29.079133
Kill_1043,-21.9651,29.078983
Kill_1044,-21.9717,29.0771
Kill_1045,-21.97655,29.0645
Kill_1046,-21.97765,29.07935
Kill_1047,-22.008033,29.12225
Kill_1048,-21.97405,29.059467
Kill_1049,-21.967517,29.0808
Kill_1050,-21.96485,29.078817
Kill_1051,-21.962167,29.079383
Kill_1052,-21.960167,29.143983
Kill_1053,-21.977017,29.074333
Kill_1054,-22.000083,29.06155
Kill_1055,-21.9475,29.06435
Kill_1056,-21.97265,29.0798
Kill_1057,-21.981617,29.106267
Kill_1058,-21.975983,29.080217
Kill_1059,-21.967117,29.079467
Kill_1060,-21.9768,29.10635
Kill_1061,-21.970283,29.119467
Kill_1062,-21.980967,29.144383
Kill_1063,-21.905583,29.08315
Kill_1064,-21.9864,29.082733
Kill_1065,-21.968067,29.08055
Kill_1066,-21.961583,29.079333
Kill_1067,-21.9279,29.12245
Kill_1068,-22.002533,29.113983
Kill_1069,-21.966383,29.04335
Kill_1070,-21.981767,29.13975
Kill_1071,-21.958583,29.088333
Kill_1072,-21.941017,29.044467
Kill_1073,-21.9605,29.079483
Kill_1074,-21.977317,29.072783
Kill_1075,-22.007483,29.087583
Kill_1076,-22.0047,29.09115
Kill_1077,-22.004567,29.0909
Kill_1078,-22.006883,29.140583
Kill_1079,-22.021817,29.088683
Kill_1080,-22.010333,29.078317
Kill_1081,-21.992233,29.089567
Kill_1082,-21.978467,29.0806
Kill_1083,-21.965317,29.09645
Kill_1084,-21.963567,29.116
Kill_1085,-21.960767,29.080183
Kill_1086,-21.992917,29.107117
Kill_1087,-21.994867,29.081833
Kill_1088,-21.995433,29.087
Kill_1089,-21.99155,29.091683
Kill_1090,-21.991583,29.092
Kill_1091,-21.993367,29.089433
Kill_1092,-21.982083,29.07925
Kill_1093,-21.993433,29.0903
Kill_1094,-22.04445,29.122067
Kill_1095,-22.011117,29.091917
Kill_1096,-22.030183,29.094883
Kill_1097,-21.90175,29.0887
Kill_1098,-21.9641,29.076883
Kill_1099,-21.99775,29.086383
Kill_1100,-21.9697,29.084483
Kill_1101,-21.97775,29.044483
Kill_1102,-21.979617,29.159017
Kill_1103,-21.981883,29.060933
Kill_1104,-21.985117,29.0636
Kill_1105,-21.9584,29.066983
Kill_1106,-21.965983,29.046733
Kill_1107,-21.9705,29.042617
Kill_1108,-21.96,29.070067
Kill_1109,-21.960017,29.070083
Kill_1110,-21.958617,29.035067
Kill_1111,-22.01955,29.131767
Kill_1112,-21.95235,29.04665
Kill_1113,-21.952333,29.086233
Kill_1114,-21.936067,29.086317
Kill_1115,-21.952483,29.040533
Kill_1116,-21.968567,29.05345
Kill_1117,-21.910083,29.062067
Kill_1118,-21.951167,29.062233
Kill_1119,-21.933633,29.110767
Kill_1120,-21.924567,29.0632
Kill_1121,-22.086317,29.047
Kill_1122,-22.086383,29.0472
Kill_1123,-21.99785,29.050667
Kill_1124,-22.026417,29.029533
Kill_1125,-21.9486,29.088017
Kill_1126,-21.986367,29.00305
Kill_1127,-21.997583,29.014317
Kill_1128,-21.990917,29.020317
Kill_1129,-21.957233,29.072933
Kill_1130,-21.949617,29.102117
Kill_1131,-21.960833,29.072683
Kill_1132,-22.0709,29.033833
Kill_1133,-22.00265,29.017217
Kill_1134,-21.992883,29.001783
Kill_1135,-22.001,29.0189
Kill_1136,-21.950917,29.028283
Kill_1137,-22.099533,29.061833
Kill_1138,-22.096317,29.054183
Kill_1139,-22.049317,29.135617
Kill_1140,-22.125633,29.116067
Kill_1141,-22.030133,29.04415
Kill_1142,-22.211683,29.054933
Kill_1143,-22.184883,29.043833
Kill_1144,-22.168067,29.000067
Kill_1145,-22.22075,29.029817
Kill_1146,-21.8857,29.032017
Kill_1147,-22.264667,29.100983
Kill_1148,-22.254083,29.1461
Kill_1149,-22.19385,28.996933
Kill_1150,-22.193617,28.996
Kill_1151,-22.184579,28.912575
Kill_1152,-22.222161,28.974468
Kill_1153,-22.197622,28.927243
Kill_1154,-22.20742,29.022796
Kill_1155,-22.202054,28.961534
Kill_1156,-22.265672,28.919621
Kill_1157,-22.194301,28.913657
Kill_1158,-22.199429,28.972535
Kill_1159,-22.199351,28.965581
Kill_1160,-22.189021,28.990628
Kill_1161,-22.173622,29.022892
Kill_1162,-22.175726,28.921884
Kill_1163,-22.184887,28.912627
Kill_1164,-22.224961,28.979159
Kill_1165,-22.226223,28.972068
Kill_1166,-22.242467,28.916157
Kill_1167,-22.230921,28.94603
Kill_1168,-22.213144,28.95123
Kill_1169,-22.194181,28.994606
Kill_1170,-22.23026,28.965809
Kill_1171,-22.222026,28.974406
Kill_1172,-22.222401,28.973831
Kill_1173,-22.216923,28.951212
Kill_1174,-22.228296,28.947508
Kill_1175,-22.231944,28.94509
Kill_1176,-22.232055,28.945154
Kill_1177,-22.206384,28.95202
Kill_1178,-22.197536,28.927294
Kill_1179,-22.201641,28.92167
Kill_1180,-22.200794,28.922186
Kill_1181,-22.212012,28.961773
Kill_1182,-22.218294,28.963288
Kill_1183,-22.279573,28.980526
Kill_1184,-22.261999,28.920381
Kill_1185,-22.261867,28.920358
Kill_1186,-22.242153,28.92639
Kill_1187,-22.220904,28.913943
Kill_1188,-22.205143,28.920254
Kill_1189,-22.193154,28.981587
Kill_1190,-22.204588,29.00107
Kill_1191,-22.140041,29.040934
Kill_1192,-22.134703,29.154219
Kill_1193,-22.134671,29.154205
Kill_1194,-22.135006,29.156215
Kill_1195,-22.142347,29.13917
Kill_1196,-22.161958,29.055507
Kill_1197,-22.20352,28.955719
Kill_1198,-22.205184,28.969517
Kill_1199,-22.222538,28.925396
Kill_1200,-22.209841,29.003631
Kill_1201,-22.207415,29.022906
Kill_1202,-22.209478,29.01102
Kill_1203,-22.223391,28.967249
Kill_1204,-22.202419,28.955769
Kill_1205,-22.202187,28.961792
Kill_1206,-22.202036,28.961798
Kill_1207,-22.200392,28.965241
Kill_1208,-22.200187,28.962689
Kill_1209,-22.168837,29.059207
Kill_1210,-22.211918,29.029204
Kill_1211,-22.211367,29.02602
Kill_1212,-22.204334,28.968726
Kill_1213,-22.252785,28.911024
Kill_1214,-22.26566,28.919623
Kill_1215,-22.265633,28.919753
Kill_1216,-22.26563,28.919749
Kill_1217,-22.265634,28.919767
Kill_1218,-22.234461,28.903289
Kill_1219,-22.20681,28.99803
Kill_1220,-22.211763,28.957297
Kill_1221,-22.269781,28.928097
Kill_1222,-22.235525,28.936136
Kill_1223,-22.228401,28.953984
Kill_1224,-22.283206,29.054071
Kill_1225,-22.263433,29.094836
Kill_1226,-22.282346,29.087967
Kill_1227,-22.4186,28.836133
Kill_1228,-22.2056,28.943183
Kill_1229,-22.227133,28.906233
Kill_1230,-22.1571,28.925867
Kill_1231,-22.333083,28.892433
Kill_1232,-22.344283,28.90235
Kill_1233,-22.275117,28.88075
Kill_1234,-22.260317,28.9439
Kill_1235,-22.215867,28.95
Kill_1236,-22.20695,28.9409
Kill_1237,-22.38945,28.849883
Kill_1238,-22.143447,29.119226
Kill_1239,-22.220109,28.966768
Kill_1240,-22.258514,28.899792
Kill_1241,-22.227553,28.93348
Kill_1242,-22.237887,28.937238
Kill_1243,-22.218724,28.965263
Kill_1244,-22.220736,28.966982
Kill_1245,-22.198153,28.915676
Kill_1246,-22.190495,28.953367
Kill_1247,-22.206053,29.003859
Kill_1248,-22.182255,28.981488
Kill_1249,-22.20377,28.966754
Kill_1250,-22.255558,28.930347
Kill_1251,-22.232819,28.931317
Kill_1252,-22.230882,28.954848
Kill_1253,-22.217847,28.903204
Kill_1254,-22.214482,28.928192
Kill_1255,-22.22656,28.930884
Kill_1256,-22.272117,28.839058
Kill_1257,-22.220701,28.942084
Kill_1258,-22.258425,28.876562
Kill_1259,-22.275413,28.940987
Kill_1260,-22.265904,28.87737
Kill_1261,-22.229425,28.892013
Kill_1262,-22.241707,28.869749
Kill_1263,-22.276904,28.849261
Kill_1264,-22.261174,28.96367
Kill_1265,-22.264453,28.957408
Kill_1266,-22.22168,28.966905
Kill_1267,-22.193772,28.942487
Kill_1268,-22.168337,28.981586
Kill_1269,-22.154189,28.930682
Kill_1270,-22.21051,28.923826
Kill_1271,-22.207967,28.938367
Kill_1272,-22.2533,28.86495
Kill_1273,-22.218778,28.972927
Kill_1274,-22.210221,28.984188
Kill_1275,-22.226082,28.93264
Kill_1276,-22.227138,28.931415
Kill_1277,-22.228821,28.971423
Kill_1278,-22.229858,28.972744
Kill_1279,-22.215871,28.950118
Kill_1280,-22.240084,28.93219
Kill_1281,-22.23079,28.941984
Kill_1282,-22.230377,28.941479
Kill_1283,-22.232359,28.940548
Kill_1284,-22.246822,28.940755
Kill_1285,-22.248562,28.91401
Kill_1286,-22.217719,28.922109
Kill_1287,-22.205503,28.983647
Kill_1288,-22.203302,28.921692
Kill_1289,-22.227649,28.903453
Kill_1290,-22.199829,28.965145
Kill_1291,-22.216972,28.963788
Kill_1292,-22.223708,28.93031
Kill_1293,-22.234721,28.935134
Kill_1294,-22.240544,28.950736
Kill_1295,-22.251023,28.96415
Kill_1296,-22.255446,28.957255
Kill_1297,-22.214984,28.947725
Kill_1298,-22.222898,28.918014
Kill_1299,-22.249298,28.913477
Kill_1300,-22.131366,29.11932
Kill_1301,-22.255874,28.97016
Kill_1302,-22.256879,28.957756
Kill_1303,-22.222349,28.928219
Kill_1304,-22.143186,29.119535
Kill_1305,-22.164368,29.020249
Kill_1306,-22.219023,28.99256
Kill_1307,-22.226982,28.932485
Kill_1308,-22.214555,28.958594
Kill_1309,-22.2381,28.965084
Kill_1310,-22.222268,28.986648
Kill_1311,-22.226318,28.961536
Kill_1312,-22.219515,28.966512
Kill_1313,-22.227614,28.987559
Kill_1314,-22.238149,28.944906
Kill_1315,-22.225167,28.961841
Kill_1316,-22.224963,28.96181
Kill_1317,-22.217169,28.962964
Kill_1318,-22.219387,28.966583
Kill_1319,-22.220239,28.966618
Kill_1320,-22.219688,28.968929
Kill_1321,-22.217236,28.963556
Kill_1322,-22.221328,28.953038
Kill_1323,-22.204928,28.951607
Kill_1324,-22.221126,28.956846
Kill_1325,-22.220465,28.952954
Kill_1326,-22.232595,28.957332
Kill_1327,-22.227069,28.9856
Kill_1328,-22.226581,28.98795
Kill_1329,-22.213947,28.98598
Kill_1330,-22.213332,28.98268
Kill_1331,-22.238743,28.94941
Kill_1332,-22.216929,28.979319
Kill_1333,-22.258197,28.952155
Kill_1334,-22.152098,29.089382
Kill_1335,-22.215745,28.957821
Kill_1336,-22.227511,28.933852
Kill_1337,-22.227486,28.933805
Kill_1338,-22.226935,28.934176
Kill_1339,-22.227539,28.93386
Kill_1340,-22.254352,28.964917
Kill_1341,-22.221761,28.948651
Kill_1342,-22.230221,28.960927
Kill_1343,-22.209568,28.973299
Kill_1344,-22.222768,28.979264
Kill_1345,-22.221421,28.967015
Kill_1346,-22.221065,28.967019
Kill_1347,-22.228719,28.944342
Kill_1348,-22.228349,28.962781
Kill_1349,-22.279395,28.942875
Kill_1350,-22.258848,28.986153
Kill_1351,-22.223661,28.96453
Kill_1352,-22.208885,28.951491
Kill_1353,-22.213302,28.954057
Kill_1354,-22.219194,28.966294
Kill_1355,-22.219771,28.966606
Kill_1356,-22.221206,28.966925
Kill_1357,-22.227175,28.973206
Kill_1358,-22.217303,28.96286
Kill_1359,-22.217979,28.963859
Kill_1360,-22.217019,28.967155
Kill_1361,-22.214703,28.969067
Kill_1362,-22.194554,28.9501
Kill_1363,-22.19646,28.949674
Kill_1364,-22.227578,28.973938
Kill_1365,-22.226831,28.971875
Kill_1366,-22.221474,28.969041
Kill_1367,-22.221753,28.968471
Kill_1368,-22.21758,28.962486
Kill_1369,-22.204173,28.939748
Kill_1370,-22.207194,28.953031
Kill_1371,-22.205221,28.910954
Kill_1372,-22.203343,28.914311
Kill_1373,-22.197479,28.916079
Kill_1374,-22.198116,28.915649
Kill_1375,-22.197963,28.915438
Kill_1376,-22.202468,28.956795
Kill_1377,-22.206376,28.951056
Kill_1378,-22.200981,28.96189
Kill_1379,-22.196629,28.963147
Kill_1380,-22.198195,28.956925
Kill_1381,-22.19979,28.973421
Kill_1382,-22.184418,28.965715
Kill_1383,-22.188003,28.955219
Kill_1384,-22.190566,28.953414
Kill_1385,-22.190574,28.9534
Kill_1386,-22.190566,28.953312
Kill_1387,-22.201575,28.956494
Kill_1388,-22.234371,28.932717
Kill_1389,-22.2038,28.901095
Kill_1390,-22.182277,28.981455
Kill_1391,-22.199642,28.96059
Kill_1392,-22.157762,28.962368
Kill_1393,-22.191012,28.967452
Kill_1394,-22.189764,28.98902
Kill_1395,-22.205796,28.951451
Kill_1396,-22.218176,28.963011
Kill_1397,-22.207497,28.95259
Kill_1398,-22.180448,28.921887
Kill_1399,-22.178723,28.921975
Kill_1400,-22.22014,28.939366
Kill_1401,-22.223161,28.930223
Kill_1402,-22.218445,28.940031
Kill_1403,-22.221448,28.937567
Kill_1404,-22.220129,28.939362
Kill_1405,-22.220158,28.939368
Kill_1406,-22.220138,28.939313
Kill_1407,-22.219434,28.950478
Kill_1408,-22.218331,28.940051
Kill_1409,-22.199422,28.962921
Kill_1410,-22.204582,28.944572
Kill_1411,-22.210838,28.950431
Kill_1412,-22.215601,28.948582
Kill_1413,-22.194222,28.980469
Kill_1414,-22.190515,28.918667
Kill_1415,-22.180727,28.929053
Kill_1416,-22.212349,28.916707
Kill_1417,-22.213767,28.951506
Kill_1418,-22.203705,28.96686
Kill_1419,-22.241054,28.938373
Kill_1420,-22.218713,28.933187
Kill_1421,-22.221029,28.929602
Kill_1422,-22.214343,28.950671
Kill_1423,-22.221629,28.927917
Kill_1424,-22.221694,28.927887
Kill_1425,-22.217122,28.94362
Kill_1426,-22.214577,28.95305
Kill_1427,-22.219613,28.930302
Kill_1428,-22.222878,28.933258
Kill_1429,-22.246305,28.898191
Kill_1430,-22.213605,28.921922
Kill_1431,-22.254755,28.929468
Kill_1432,-22.232819,28.931317
Kill_1433,-22.236176,28.92795
Kill_1434,-22.260083,28.915472
Kill_1435,-22.223665,28.927456
Kill_1436,-22.253855,28.95461
Kill_1437,-22.260604,28.925039
Kill_1438,-22.25296,28.948657
Kill_1439,-22.266553,28.959153
Kill_1440,-22.269141,28.958185
Kill_1441,-22.203385,28.941325
Kill_1442,-22.226619,28.941691
Kill_1443,-22.225566,28.9336
Kill_1444,-22.256517,28.895146
Kill_1445,-22.228538,28.916671
Kill_1446,-22.23104,28.926194
Kill_1447,-22.217236,28.901573
Kill_1448,-22.242747,28.88951
Kill_1449,-22.248387,28.882025
Kill_1450,-22.203583,28.953727
Kill_1451,-22.202041,28.949679
Kill_1452,-22.218569,28.942301
Kill_1453,-22.219621,28.939329
Kill_1454,-22.219586,28.938833
Kill_1455,-22.219521,28.940377
Kill_1456,-22.223787,28.932222
Kill_1457,-22.259296,28.904539
Kill_1458,-22.256087,28.907751
Kill_1459,-22.228583,28.918872
Kill_1460,-22.218713,28.930715
Kill_1461,-22.220862,28.942389
Kill_1462,-22.230833,28.938947
Kill_1463,-22.230806,28.938652
Kill_1464,-22.256169,28.921016
Kill_1465,-22.256376,28.92099
Kill_1466,-22.235274,28.939948
Kill_1467,-22.221313,28.906761
Kill_1468,-22.227889,28.891958
Kill_1469,-22.225132,28.876154
Kill_1470,-22.247817,28.864789
Kill_1471,-22.249772,28.859532
Kill_1472,-22.235699,28.948513
Kill_1473,-22.239026,28.947235
Kill_1474,-22.268325,28.885055
Kill_1475,-22.262681,28.890767
Kill_1476,-22.259125,28.826501
Kill_1477,-22.272101,28.839091
Kill_1478,-22.272115,28.839012
Kill_1479,-22.258183,28.874919
Kill_1480,-22.209039,28.951416
Kill_1481,-22.197868,28.918821
Kill_1482,-22.197534,28.927201
Kill_1483,-22.197854,28.918921
Kill_1484,-22.203414,28.939368
Kill_1485,-22.210061,28.951131
Kill_1486,-22.200946,28.962292
Kill_1487,-22.220719,28.942143
Kill_1488,-22.220766,28.942348
Kill_1489,-22.2013,28.952474
Kill_1490,-22.238932,28.947825
Kill_1491,-22.258555,28.876451
Kill_1492,-22.258378,28.876166
Kill_1493,-22.21358,28.920131
Kill_1494,-22.204218,28.933075
Kill_1495,-22.249123,28.918673
Kill_1496,-22.22985,28.926211
Kill_1497,-22.252187,28.928933
Kill_1498,-22.206073,28.930306
Kill_1499,-22.21308,28.936584
Kill_1500,-22.270976,28.900564
Kill_1501,-22.27548,28.940975
Kill_1502,-22.239508,28.95072
Kill_1503,-22.223071,28.92959
Kill_1504,-22.225482,28.952926
Kill_1505,-22.234237,28.929051
Kill_1506,-22.192395,28.945823
Kill_1507,-22.241359,28.853644
Kill_1508,-22.253693,28.840523
Kill_1509,-22.261861,28.82121
Kill_1510,-22.259983,28.87866
Kill_1511,-22.250041,28.866842
Kill_1512,-22.258466,28.856183
Kill_1513,-22.277022,28.848914
Kill_1514,-22.276788,28.848899
Kill_1515,-22.223853,28.964756
Kill_1516,-22.248358,28.962559
Kill_1517,-22.235413,28.967126
Kill_1518,-22.20646,28.932743
Kill_1519,-22.193347,28.949858
Kill_1520,-22.193746,28.95046
Kill_1521,-22.222522,28.942698
Kill_1522,-22.221844,28.967161
Kill_1523,-22.206158,28.951239
Kill_1524,-22.206938,28.947382
Kill_1525,-22.207603,28.935634
Kill_1526,-22.261719,28.937551
Kill_1527,-22.230526,28.940684
Kill_1528,-22.2467,28.980542
Kill_1529,-22.246924,28.981584
Kill_1530,-22.255652,28.984047
Kill_1531,-22.259912,28.990776
Kill_1532,-22.239901,28.959627
Kill_1533,-22.267525,29.001681
Kill_1534,-22.264467,28.95741
Kill_1535,-22.265145,28.958051
Kill_1536,-22.240717,28.948792
Kill_1537,-22.226184,28.901499
Kill_1538,-22.217135,28.890104
Kill_1539,-22.221844,28.893941
Kill_1540,-22.235437,28.949046
Kill_1541,-22.234898,28.950142
Kill_1542,-22.235529,28.949007
Kill_1543,-22.235885,28.948816
Kill_1544,-22.253455,28.962923
Kill_1545,-22.241856,28.929602
Kill_1546,-22.243949,28.918093
Kill_1547,-22.210913,28.950533
Kill_1548,-22.222927,28.967588
Kill_1549,-22.258311,28.863713
Kill_1550,-22.256905,28.972072
Kill_1551,-22.195746,28.966722
Kill_1552,-22.178355,28.949119
Kill_1553,-22.22085,28.964347
Kill_1554,-22.219741,28.943663
Kill_1555,-22.243003,28.952049
Kill_1556,-22.218955,28.963837
Kill_1557,-22.218949,28.964097
Kill_1558,-22.187063,28.992238
Kill_1559,-22.199443,28.993374
Kill_1560,-22.199646,28.969611
Kill_1561,-22.099858,28.982776
Kill_1562,-22.208732,28.95401
Kill_1563,-22.203072,28.914158
Kill_1564,-22.193911,28.942639
Kill_1565,-22.155459,28.932534
Kill_1566,-22.102688,28.991925
Kill_1567,-22.116895,28.942082
Kill_1568,-22.125277,28.985667
Kill_1569,-22.140778,28.958221
Kill_1570,-22.154132,28.934975
Kill_1571,-22.186605,28.982701
Kill_1572,-22.165572,28.978046
Kill_1573,-22.190184,28.988542
Kill_1574,-22.163708,28.93195
Kill_1575,-22.151003,28.934353
Kill_1576,-22.106816,28.974913
Kill_1577,-22.109983,28.962272
Kill_1578,-22.095459,28.975071
Kill_1579,-22.110545,28.987842
Kill_1580,-22.138511,28.951941
Kill_1581,-22.154244,28.930809
Kill_1582,-22.154097,28.930664
Kill_1583,-22.138694,28.969179
Kill_1584,-22.13868,28.969137
Kill_1585,-22.123177,28.973517
Kill_1586,-22.141209,28.968146
Kill_1587,-22.110433,29.009937
Kill_1588,-22.183675,28.951125
Kill_1589,-22.093715,28.989168
Kill_1590,-22.193075,28.969865
Kill_1591,-22.15294,28.933854
Kill_1592,-22.152856,28.933779
Kill_1593,-22.153754,28.93254
Kill_1594,-22.137386,28.953656
Kill_1595,-22.136171,28.952502
Kill_1596,-22.155969,28.955758
Kill_1597,-22.227216,28.946468
Kill_1598,-22.210551,28.923834
Kill_1599,-22.210411,28.923989
Kill_1600,-22.210885,28.924394
Kill_1601,-22.218483,28.925067
Kill_1602,-22.24835,28.926333
Kill_1603,-22.244433,28.876883
Kill_1604,-22.1884,28.920017
Kill_1605,-22.19935,28.917517
Kill_1606,-22.20265,28.91535
Kill_1607,-22.198833,28.965017
Kill_1608,-22.199133,28.983667
Kill_1609,-22.220533,28.973467
